artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_mins,decade,popularity_category
Britney Spears,Oops!...I Did It Again,211160,False,2000,77,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,pop,3.5193333333333334,2000,Medium
blink-182,All The Small Things,167066,False,1999,79,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,rock,2.7844333333333333,1990,Medium
blink-182,All The Small Things,167066,False,1999,79,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,pop,2.7844333333333333,1990,Medium
Faith Hill,Breathe,250546,False,1999,66,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,pop,4.175766666666667,1990,Medium
Faith Hill,Breathe,250546,False,1999,66,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,country,4.175766666666667,1990,Medium
Bon Jovi,It's My Life,224493,False,2000,78,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,rock,3.74155,2000,Medium
Bon Jovi,It's My Life,224493,False,2000,78,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,metal,3.74155,2000,Medium
*NSYNC,Bye Bye Bye,200560,False,2000,65,0.614,0.928,8,-4.806,0,0.0516,0.0408,0.00104,0.0845,0.879,172.656,pop,3.3426666666666667,2000,Medium
Sisqo,Thong Song,253733,True,1999,69,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,hip hop,4.228883333333333,1990,Medium
Sisqo,Thong Song,253733,True,1999,69,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,pop,4.228883333333333,1990,Medium
Sisqo,Thong Song,253733,True,1999,69,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,R&B,4.228883333333333,1990,Medium
Eminem,The Real Slim Shady,284200,True,2000,86,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,hip hop,4.736666666666666,2000,High
Robbie Williams,Rock DJ,258560,False,2000,68,0.708,0.772,7,-4.264,1,0.0322,0.0267,0.0,0.467,0.861,103.035,pop,4.309333333333333,2000,Medium
Robbie Williams,Rock DJ,258560,False,2000,68,0.708,0.772,7,-4.264,1,0.0322,0.0267,0.0,0.467,0.861,103.035,rock,4.309333333333333,2000,Medium
Destiny's Child,Say My Name,271333,False,1999,75,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,pop,4.522216666666667,1990,Medium
Destiny's Child,Say My Name,271333,False,1999,75,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,R&B,4.522216666666667,1990,Medium
Modjo,Lady - Hear Me Tonight,307153,False,2001,77,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,Dance/Electronic,5.1192166666666665,2000,Medium
Gigi D'Agostino,L'Amour Toujours,238759,False,2011,1,0.617,0.728,7,-7.932,1,0.0292,0.0328,0.0482,0.36,0.808,139.066,pop,3.9793166666666666,2010,Low
Eiffel 65,Move Your Body - Gabry Ponte Original Radio Edit,268863,False,1999,56,0.745,0.958,7,-9.664,1,0.0287,0.0813,0.324,0.533,0.96,129.962,pop,4.48105,1990,Medium
Bomfunk MC's,Freestyler,306333,False,2000,55,0.822,0.922,11,-5.798,0,0.0989,0.0291,0.325,0.252,0.568,163.826,pop,5.10555,2000,Medium
Sting,Desert Rose,285960,False,1999,62,0.586,0.659,0,-7.92,0,0.0304,0.011,0.0,0.106,0.147,111.989,rock,4.766,1990,Medium
Sting,Desert Rose,285960,False,1999,62,0.586,0.659,0,-7.92,0,0.0304,0.011,0.0,0.106,0.147,111.989,pop,4.766,1990,Medium
Melanie C,Never Be The Same Again,294200,False,1999,61,0.689,0.685,3,-5.153,1,0.0478,0.0921,0.0,0.119,0.398,160.067,pop,4.903333333333333,1990,Medium
Melanie C,Never Be The Same Again,294200,False,1999,61,0.689,0.685,3,-5.153,1,0.0478,0.0921,0.0,0.119,0.398,160.067,Dance/Electronic,4.903333333333333,1990,Medium
Aaliyah,Try Again,284000,False,2002,53,0.797,0.622,6,-5.642,0,0.29,0.0807,0.0,0.0841,0.731,93.02,hip hop,4.733333333333333,2000,Medium
Aaliyah,Try Again,284000,False,2002,53,0.797,0.622,6,-5.642,0,0.29,0.0807,0.0,0.0841,0.731,93.02,pop,4.733333333333333,2000,Medium
Aaliyah,Try Again,284000,False,2002,53,0.797,0.622,6,-5.642,0,0.29,0.0807,0.0,0.0841,0.731,93.02,R&B,4.733333333333333,2000,Medium
Anastacia,I'm Outta Love - Radio Edit,245400,False,1999,64,0.761,0.716,10,-5.8,0,0.056,0.396,0.0,0.0771,0.649,119.41,pop,4.09,1990,Medium
Alice Deejay,Better Off Alone,214883,False,2000,73,0.671,0.88,8,-6.149,0,0.0552,0.00181,0.691,0.285,0.782,136.953,pop,3.581383333333333,2000,Medium
Gigi D'Agostino,The Riddle,285426,False,1999,64,0.74,0.876,6,-6.87,0,0.0369,0.0173,0.00152,0.0785,0.825,127.002,pop,4.7571,1990,Medium
Dr. Dre,The Next Episode,161506,True,1999,82,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,hip hop,2.6917666666666666,1990,High
Linkin Park,In the End,216880,False,2000,83,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,rock,3.6146666666666665,2000,High
Linkin Park,In the End,216880,False,2000,83,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,metal,3.6146666666666665,2000,High
Tom Jones,Sexbomb,211893,False,1999,65,0.801,0.876,8,-3.94,0,0.0446,0.144,1.38e-05,0.104,0.932,122.979,rock,3.53155,1990,Medium
Tom Jones,Sexbomb,211893,False,1999,65,0.801,0.876,8,-3.94,0,0.0446,0.144,1.38e-05,0.104,0.932,122.979,Folk/Acoustic,3.53155,1990,Medium
Tom Jones,Sexbomb,211893,False,1999,65,0.801,0.876,8,-3.94,0,0.0446,0.144,1.38e-05,0.104,0.932,122.979,easy listening,3.53155,1990,Medium
Sonique,It Feels So Good,240866,False,2000,62,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,pop,4.014433333333334,2000,Medium
M.O.P.,Cold as Ice,244466,True,2000,54,0.656,0.88,11,-5.425,0,0.143,0.0421,0.0,0.294,0.758,85.565,hip hop,4.074433333333333,2000,Medium
Melanie C,I Turn To You,352173,False,1999,54,0.522,0.803,1,-5.825,1,0.0327,0.00117,0.00167,0.31,0.0783,135.205,pop,5.86955,1990,Medium
Melanie C,I Turn To You,352173,False,1999,54,0.522,0.803,1,-5.825,1,0.0327,0.00117,0.00167,0.31,0.0783,135.205,Dance/Electronic,5.86955,1990,Medium
Limp Bizkit,Take A Look Around,321040,False,2000,72,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,metal,5.350666666666666,2000,Medium
Darude,Sandstorm,225493,False,2001,69,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,pop,3.7582166666666668,2000,Medium
Darude,Sandstorm,225493,False,2001,69,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,Dance/Electronic,3.7582166666666668,2000,Medium
Da Brat,What'chu Like (feat. Tyrese),221160,True,2000,53,0.879,0.681,10,-8.951,0,0.24,0.017,0.0,0.0669,0.817,99.974,hip hop,3.686,2000,Medium
Da Brat,What'chu Like (feat. Tyrese),221160,True,2000,53,0.879,0.681,10,-8.951,0,0.24,0.017,0.0,0.0669,0.817,99.974,pop,3.686,2000,Medium
Da Brat,What'chu Like (feat. Tyrese),221160,True,2000,53,0.879,0.681,10,-8.951,0,0.24,0.017,0.0,0.0669,0.817,99.974,R&B,3.686,2000,Medium
Moloko,The Time Is Now,318280,False,2000,54,0.682,0.743,9,-10.644,0,0.165,0.35,0.000129,0.277,0.546,127.962,pop,5.304666666666667,2000,Medium
Moloko,The Time Is Now,318280,False,2000,54,0.682,0.743,9,-10.644,0,0.165,0.35,0.000129,0.277,0.546,127.962,Dance/Electronic,5.304666666666667,2000,Medium
Chicane,Don't Give Up,210786,False,2016,47,0.644,0.72,10,-9.635,0,0.0419,0.00145,0.504,0.0839,0.53,132.017,Dance/Electronic,3.5131,2010,Low
DMX,Party Up,268866,True,1999,71,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,hip hop,4.4811,1990,Medium
DMX,Party Up,268866,True,1999,71,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,pop,4.4811,1990,Medium
Debelah Morgan,Dance with Me,220106,False,2000,49,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,pop,3.668433333333333,2000,Low
Debelah Morgan,Dance with Me,220106,False,2000,49,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,R&B,3.668433333333333,2000,Low
Madonna,Music,225973,False,2000,58,0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,pop,3.7662166666666668,2000,Medium
Ruff Endz,No More,242560,False,2000,52,0.839,0.641,10,-5.669,0,0.0858,0.0324,4.56e-06,0.0602,0.927,97.004,R&B,4.042666666666666,2000,Medium
Britney Spears,Born to Make You Happy,243533,False,1999,58,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11,pop,4.058883333333333,1990,Medium
Montell Jordan,Get It On Tonite,276266,False,1999,59,0.813,0.491,10,-9.923,0,0.077,0.241,4.61e-05,0.0817,0.868,99.008,hip hop,4.604433333333334,1990,Medium
Montell Jordan,Get It On Tonite,276266,False,1999,59,0.813,0.491,10,-9.923,0,0.077,0.241,4.61e-05,0.0817,0.868,99.008,pop,4.604433333333334,1990,Medium
Montell Jordan,Get It On Tonite,276266,False,1999,59,0.813,0.491,10,-9.923,0,0.077,0.241,4.61e-05,0.0817,0.868,99.008,R&B,4.604433333333334,1990,Medium
Kylie Minogue,Spinning Around,207866,False,2000,55,0.761,0.662,6,-7.645,0,0.0548,0.292,6.19e-05,0.0956,0.631,120.043,pop,3.4644333333333335,2000,Medium
Kylie Minogue,Spinning Around,207866,False,2000,55,0.761,0.662,6,-7.645,0,0.0548,0.292,6.19e-05,0.0956,0.631,120.043,Dance/Electronic,3.4644333333333335,2000,Medium
JAY-Z,Big Pimpin',283066,True,1999,69,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,hip hop,4.717766666666667,1990,Medium
LeAnn Rimes,I Need You,229826,False,2001,61,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58e-05,0.118,0.564,144.705,pop,3.830433333333333,2000,Medium
LeAnn Rimes,I Need You,229826,False,2001,61,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58e-05,0.118,0.564,144.705,country,3.830433333333333,2000,Medium
Avant,Separated,255600,False,2000,55,0.798,0.48,0,-5.564,1,0.0276,0.247,0.0,0.237,0.643,108.241,pop,4.26,2000,Medium
Avant,Separated,255600,False,2000,55,0.798,0.48,0,-5.564,1,0.0276,0.247,0.0,0.237,0.643,108.241,R&B,4.26,2000,Medium
Enrique Iglesias,Be With You,219360,False,1999,54,0.683,0.866,1,-5.436,0,0.0329,0.0395,0.00161,0.0483,0.542,121.996,pop,3.656,1990,Medium
Enrique Iglesias,Be With You,219360,False,1999,54,0.683,0.866,1,-5.436,0,0.0329,0.0395,0.00161,0.0483,0.542,121.996,latin,3.656,1990,Medium
Toni Braxton,He Wasn't Man Enough,261933,False,2000,66,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,pop,4.36555,2000,Medium
Toni Braxton,He Wasn't Man Enough,261933,False,2000,66,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,R&B,4.36555,2000,Medium
Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,175893,False,2000,36,0.852,0.75,8,-5.153,1,0.168,0.434,0.0,0.265,0.934,72.016,hip hop,2.93155,2000,Low
Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,175893,False,2000,36,0.852,0.75,8,-5.153,1,0.168,0.434,0.0,0.265,0.934,72.016,pop,2.93155,2000,Low
Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,175893,False,2000,36,0.852,0.75,8,-5.153,1,0.168,0.434,0.0,0.265,0.934,72.016,R&B,2.93155,2000,Low
Dr. Dre,Forgot About Dre,222293,True,1999,79,0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,hip hop,3.7048833333333335,1990,Medium
Missy Elliott,Hot Boyz,215466,True,1998,49,0.727,0.445,1,-11.241,1,0.291,0.339,0.0,0.18,0.527,81.125,hip hop,3.5911,1990,Low
Missy Elliott,Hot Boyz,215466,True,1998,49,0.727,0.445,1,-11.241,1,0.291,0.339,0.0,0.18,0.527,81.125,pop,3.5911,1990,Low
Missy Elliott,Hot Boyz,215466,True,1998,49,0.727,0.445,1,-11.241,1,0.291,0.339,0.0,0.18,0.527,81.125,R&B,3.5911,1990,Low
Backstreet Boys,Show Me the Meaning of Being Lonely,234960,False,1999,68,0.63,0.625,6,-5.088,0,0.0252,0.231,0.0,0.0765,0.683,167.998,pop,3.916,1990,Medium
Samantha Mumba,Gotta Tell You,201946,False,2018,43,0.729,0.632,0,-8.75,0,0.0279,0.191,0.0,0.166,0.774,109.981,pop,3.3657666666666666,2010,Low
Mýa,Case Of The Ex (Whatcha Gonna Do),236906,False,2000,59,0.772,0.688,1,-4.715,0,0.0405,0.0548,9.79e-05,0.0725,0.348,98.0,pop,3.9484333333333335,2000,Medium
Mýa,Case Of The Ex (Whatcha Gonna Do),236906,False,2000,59,0.772,0.688,1,-4.715,0,0.0405,0.0548,9.79e-05,0.0725,0.348,98.0,R&B,3.9484333333333335,2000,Medium
Mary Mary,Shackles (Praise You),198346,False,2000,64,0.779,0.834,7,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46,R&B,3.3057666666666665,2000,Medium
Next,Wifey,243666,False,2004,52,0.829,0.652,7,-8.693,0,0.108,0.067,0.0,0.0812,0.726,99.581,hip hop,4.0611,2000,Medium
Next,Wifey,243666,False,2004,52,0.829,0.652,7,-8.693,0,0.108,0.067,0.0,0.0812,0.726,99.581,pop,4.0611,2000,Medium
Next,Wifey,243666,False,2004,52,0.829,0.652,7,-8.693,0,0.108,0.067,0.0,0.0812,0.726,99.581,R&B,4.0611,2000,Medium
Janet Jackson,Doesn't Really Matter,265026,False,2001,47,0.771,0.796,5,-3.081,0,0.076,0.0993,0.00278,0.0981,0.801,99.316,pop,4.4171,2000,Low
Janet Jackson,Doesn't Really Matter,265026,False,2001,47,0.771,0.796,5,-3.081,0,0.076,0.0993,0.00278,0.0981,0.801,99.316,R&B,4.4171,2000,Low
Ricky Martin,She Bangs - English Version,280626,False,2000,60,0.63,0.95,1,-4.012,1,0.0806,0.000915,6.51e-06,0.373,0.858,143.866,pop,4.6771,2000,Medium
Ricky Martin,She Bangs - English Version,280626,False,2000,60,0.63,0.95,1,-4.012,1,0.0806,0.000915,6.51e-06,0.373,0.858,143.866,latin,4.6771,2000,Medium
Jagged Edge,He Can't Love U,244053,False,2000,55,0.721,0.836,8,-3.972,0,0.206,0.112,0.0,0.235,0.508,126.279,hip hop,4.06755,2000,Medium
Jagged Edge,He Can't Love U,244053,False,2000,55,0.721,0.836,8,-3.972,0,0.206,0.112,0.0,0.235,0.508,126.279,pop,4.06755,2000,Medium
Jagged Edge,He Can't Love U,244053,False,2000,55,0.721,0.836,8,-3.972,0,0.206,0.112,0.0,0.235,0.508,126.279,R&B,4.06755,2000,Medium
Sisqo,Incomplete,274226,True,1999,60,0.746,0.443,1,-7.693,0,0.0771,0.282,0.0,0.14,0.272,119.311,hip hop,4.570433333333333,1990,Medium
Sisqo,Incomplete,274226,True,1999,60,0.746,0.443,1,-7.693,0,0.0771,0.282,0.0,0.14,0.272,119.311,pop,4.570433333333333,1990,Medium
Sisqo,Incomplete,274226,True,1999,60,0.746,0.443,1,-7.693,0,0.0771,0.282,0.0,0.14,0.272,119.311,R&B,4.570433333333333,1990,Medium
JAY-Z,I Just Wanna Love U (Give It 2 Me),227866,True,2000,59,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631,hip hop,3.7977666666666665,2000,Medium
Mariah Carey,Thank God I Found You (feat. Joe & 98°),257360,False,1999,59,0.348,0.532,10,-5.882,1,0.0331,0.592,0.0,0.106,0.148,129.297,pop,4.289333333333333,1990,Medium
Mariah Carey,Thank God I Found You (feat. Joe & 98°),257360,False,1999,59,0.348,0.532,10,-5.882,1,0.0331,0.592,0.0,0.106,0.148,129.297,R&B,4.289333333333333,1990,Medium
Baha Men,Who Let The Dogs Out,198400,False,2000,65,0.869,0.887,0,-4.505,1,0.0993,0.0605,0.0,0.148,0.784,129.221,R&B,3.3066666666666666,2000,Medium
Donell Jones,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",243733,True,1999,63,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,pop,4.062216666666667,1990,Medium
Donell Jones,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",243733,True,1999,63,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,R&B,4.062216666666667,1990,Medium
LeAnn Rimes,Can't Fight The Moonlight,215506,False,2001,65,0.628,0.834,6,-6.341,0,0.0497,0.403,0.0,0.051,0.626,97.865,pop,3.5917666666666666,2000,Medium
LeAnn Rimes,Can't Fight The Moonlight,215506,False,2001,65,0.628,0.834,6,-6.341,0,0.0497,0.403,0.0,0.051,0.626,97.865,country,3.5917666666666666,2000,Medium
Oasis,Go Let It Out,278666,False,2000,0,0.408,0.849,2,-5.631,1,0.0333,0.0136,2.51e-05,0.56,0.628,84.192,Folk/Acoustic,4.644433333333334,2000,Low
Oasis,Go Let It Out,278666,False,2000,0,0.408,0.849,2,-5.631,1,0.0333,0.0136,2.51e-05,0.56,0.628,84.192,rock,4.644433333333334,2000,Low
DJ Ötzi,Hey Baby (Radio Mix),219240,False,2010,58,0.666,0.968,10,-3.196,1,0.046,0.123,0.0,0.347,0.834,135.099,pop,3.654,2010,Medium
DJ Ötzi,Hey Baby (Radio Mix),219240,False,2010,58,0.666,0.968,10,-3.196,1,0.046,0.123,0.0,0.347,0.834,135.099,easy listening,3.654,2010,Medium
DJ Ötzi,Hey Baby (Radio Mix),219240,False,2010,58,0.666,0.968,10,-3.196,1,0.046,0.123,0.0,0.347,0.834,135.099,Dance/Electronic,3.654,2010,Medium
P!nk,Most Girls,298960,False,2000,52,0.742,0.732,2,-6.046,0,0.0311,0.0424,0.00446,0.101,0.694,97.922,pop,4.982666666666667,2000,Medium
Mariah Carey,Against All Odds (Take A Look at Me Now) (feat. Westlife),199480,False,2011,0,0.471,0.514,1,-5.599,1,0.0315,0.584,0.0,0.103,0.373,117.338,pop,3.324666666666667,2010,Low
Mariah Carey,Against All Odds (Take A Look at Me Now) (feat. Westlife),199480,False,2011,0,0.471,0.514,1,-5.599,1,0.0315,0.584,0.0,0.103,0.373,117.338,R&B,3.324666666666667,2010,Low
Craig David,Fill Me In,257200,False,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,hip hop,4.286666666666667,2000,Medium
Craig David,Fill Me In,257200,False,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,pop,4.286666666666667,2000,Medium
Craig David,Fill Me In,257200,False,2000,60,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,R&B,4.286666666666667,2000,Medium
Christina Aguilera,I Turn to You,273706,False,1999,61,0.599,0.47,1,-8.356,1,0.0376,0.38,0.0,0.111,0.298,127.177,pop,4.561766666666666,1990,Medium
Madonna,American Pie,273533,False,2000,58,0.631,0.734,5,-7.48,0,0.036,0.348,0.0,0.135,0.591,124.036,pop,4.558883333333333,2000,Medium
Red Hot Chili Peppers,Otherside,255373,False,1999,78,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,rock,4.256216666666667,1990,Medium
Sammie,I Like It,251040,False,2000,55,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,hip hop,4.184,2000,Medium
Sammie,I Like It,251040,False,2000,55,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,pop,4.184,2000,Medium
Sammie,I Like It,251040,False,2000,55,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,R&B,4.184,2000,Medium
Craig David,7 Days,235133,False,2000,70,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014,hip hop,3.9188833333333335,2000,Medium
Craig David,7 Days,235133,False,2000,70,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014,pop,3.9188833333333335,2000,Medium
Craig David,7 Days,235133,False,2000,70,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014,R&B,3.9188833333333335,2000,Medium
Santana,Maria Maria (feat. The Product G&B),261973,False,1999,66,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,rock,4.366216666666666,1990,Medium
Santana,Maria Maria (feat. The Product G&B),261973,False,1999,66,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,blues,4.366216666666666,1990,Medium
Santana,Maria Maria (feat. The Product G&B),261973,False,1999,66,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,latin,4.366216666666666,1990,Medium
Kandi,Don't Think I'm Not,243533,False,2000,55,0.859,0.622,11,-8.196,1,0.0445,0.0661,0.0,0.0394,0.433,134.007,pop,4.058883333333333,2000,Medium
Kandi,Don't Think I'm Not,243533,False,2000,55,0.859,0.622,11,-8.196,1,0.0445,0.0661,0.0,0.0394,0.433,134.007,R&B,4.058883333333333,2000,Medium
P!nk,There You Go,202800,False,2000,55,0.822,0.847,10,-6.729,0,0.0917,0.0854,0.0,0.0452,0.668,107.908,pop,3.38,2000,Medium
Vengaboys,Shalala Lala,214819,False,2000,58,0.751,0.901,2,-5.802,1,0.0328,0.0504,0.00308,0.0395,0.973,124.017,pop,3.5803166666666666,2000,Medium
Ronan Keating,Life Is A Rollercoaster,234826,False,2000,59,0.655,0.791,0,-8.923,1,0.0302,0.1,0.000124,0.334,0.862,118.981,pop,3.9137666666666666,2000,Medium
Ronan Keating,Life Is A Rollercoaster,234826,False,2000,59,0.655,0.791,0,-8.923,1,0.0302,0.1,0.000124,0.334,0.862,118.981,rock,3.9137666666666666,2000,Medium
Madison Avenue,Don't Call Me Baby,228140,False,1999,56,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,Dance/Electronic,3.8023333333333333,1990,Medium
Destiny's Child,"Jumpin', Jumpin'",230200,False,1999,70,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,pop,3.8366666666666664,1990,Medium
Destiny's Child,"Jumpin', Jumpin'",230200,False,1999,70,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,R&B,3.8366666666666664,1990,Medium
Céline Dion,That's the Way It Is,241373,False,1999,64,0.634,0.886,9,-5.424,1,0.0434,0.154,0.0,0.118,0.577,93.04,pop,4.022883333333334,1990,Medium
3 Doors Down,Kryptonite,233933,False,2000,78,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,pop,3.8988833333333335,2000,Medium
3 Doors Down,Kryptonite,233933,False,2000,78,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,rock,3.8988833333333335,2000,Medium
3 Doors Down,Kryptonite,233933,False,2000,78,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,metal,3.8988833333333335,2000,Medium
Carl Thomas,I Wish,226760,False,2000,52,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,pop,3.779333333333333,2000,Medium
Carl Thomas,I Wish,226760,False,2000,52,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,R&B,3.779333333333333,2000,Medium
Mystikal,Shake Ya Ass,256973,True,2000,57,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054,hip hop,4.282883333333333,2000,Medium
Mystikal,Shake Ya Ass,256973,True,2000,57,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054,pop,4.282883333333333,2000,Medium
Fuel,Hemorrhage (In My Hands),236866,False,2000,49,0.313,0.831,1,-3.894,1,0.0404,0.000127,0.000341,0.24,0.332,152.034,rock,3.947766666666667,2000,Low
Fuel,Hemorrhage (In My Hands),236866,False,2000,49,0.313,0.831,1,-3.894,1,0.0404,0.000127,0.000341,0.24,0.332,152.034,pop,3.947766666666667,2000,Low
Fuel,Hemorrhage (In My Hands),236866,False,2000,49,0.313,0.831,1,-3.894,1,0.0404,0.000127,0.000341,0.24,0.332,152.034,metal,3.947766666666667,2000,Low
Donell Jones,Where I Wanna Be,253626,False,1999,57,0.664,0.396,5,-9.131,0,0.0298,0.52,0.0,0.268,0.453,102.053,pop,4.2271,1990,Medium
Donell Jones,Where I Wanna Be,253626,False,1999,57,0.664,0.396,5,-9.131,0,0.0298,0.52,0.0,0.268,0.453,102.053,R&B,4.2271,1990,Medium
Savage Garden,Crash and Burn,281466,False,1999,54,0.581,0.607,4,-8.458,1,0.028,0.189,1.6e-06,0.0882,0.213,102.03,pop,4.6911,1990,Medium
Westlife,My Love,231760,False,2000,68,0.491,0.593,0,-5.975,1,0.0255,0.098,0.0,0.257,0.328,144.142,pop,3.8626666666666667,2000,Medium
All Saints,Pure Shores,268746,False,2000,62,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,pop,4.4791,2000,Medium
Destiny's Child,"Independent Women, Pt. 1",221133,False,2001,65,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,pop,3.68555,2000,Medium
Destiny's Child,"Independent Women, Pt. 1",221133,False,2001,65,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.927,97.954,R&B,3.68555,2000,Medium
*NSYNC,It's Gonna Be Me,191040,False,2000,60,0.644,0.874,0,-4.666,0,0.0801,0.0459,2.24e-06,0.0584,0.882,165.09,pop,3.184,2000,Medium
Erykah Badu,Bag Lady,348893,False,2000,54,0.724,0.416,5,-8.964,0,0.0841,0.365,0.0,0.0969,0.578,151.181,hip hop,5.814883333333333,2000,Medium
Erykah Badu,Bag Lady,348893,False,2000,54,0.724,0.416,5,-8.964,0,0.0841,0.365,0.0,0.0969,0.578,151.181,R&B,5.814883333333333,2000,Medium
Marc Anthony,You Sang To Me,347106,False,1999,56,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,pop,5.7851,1990,Medium
Marc Anthony,You Sang To Me,347106,False,1999,56,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,latin,5.7851,1990,Medium
